subject,dataset,mode_count,control,lesion,seed,n_parameters,rollout_participant_count_mean,rollout_zero_length_fraction,rollout_component_entropy,heldout_event_nll,top1_next_set_accuracy,stop_brier,terminal_stop_probability,nonterminal_stop_probability,posterior_max_mean,posterior_entropy_mean,n_eval_events,participation_mae,rank_wasserstein,precedence_mae,precedence_correlation,participant_count_mean_error,event_length_mean_error,path_sliced_wasserstein,path_empirical_distance,path_split_half_distance,generated_axis_rho_median,generated_axis_rho_abs_median,generated_axis_direction_balance,generated_axis_rho_n,observed_axis_rho_median,observed_axis_rho_abs_median,observed_axis_direction_balance,observed_axis_rho_n,axis_rho_wasserstein,run_dir
epilepsiae_1073,epilepsiae,2,mode_shuffle,none,20260726,24,3.6908,0.063,1.3859256304694456,1.6034847581608562,0.2311709674103012,0.1352932113784242,0.2733422141693919,0.1173824669864674,0.3097848437477292,1.368022779684734,27655,0.2892938588561441,0.0917265795036822,0.0905919278770657,0.007748403066585,0.1735336828783218,0.1735336828783218,0.2761678667298191,0.2571688222373037,0.0974222091773052,0.0285714285714285,0.5,0.474460839954597,3651,0.5,0.5,0.3423765996343693,27655,0.2133511636635242,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/mode_shuffle/epilepsiae_1073
epilepsiae_1077,epilepsiae,0,no_history,none,20260726,15,3.4968,0.0744,-0.0,1.4517257629978282,0.3098983158563711,0.1076395243035887,0.4003906955320095,0.1477923599421897,1.0,0.0,6476,0.1430258184064237,0.1546677158478478,0.2373680691409478,-0.0816446218989409,-0.390784928968499,-0.390784928968499,0.1735119856244773,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4913793103448275,3496,-0.5,0.5,0.2703727100442198,6476,0.3154197326977513,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_0/no_history/epilepsiae_1077
epilepsiae_1077,epilepsiae,1,merged_path,none,20260726,24,3.5582,0.0684,-0.0,1.4402849415962604,0.3294407372100413,0.1079658959139005,0.3922104670759923,0.1406725488098833,1.0,0.0,6476,0.131459151739757,0.1538259387338676,0.2350928946304131,-0.0470618242798234,-0.3293849289684991,-0.3293849289684991,0.165768844762814,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4931546752111855,3568,-0.5,0.5,0.2703727100442198,6476,0.3167442078552297,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_1/merged_path/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,intact,none,20260726,24,3.5306,0.066,1.3860371716471305,1.437030489316614,0.3270972354623451,0.1064773132910636,0.4032179551651221,0.1433330501752606,0.3194895894660708,1.365889862796419,6476,0.1333924850730904,0.1543460581466002,0.236676383140108,-0.0769698052941152,-0.3569849289684987,-0.3569849289684987,0.1634662115979128,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4959088252483927,3555,-0.5,0.5,0.2703727100442198,6476,0.3134628717672634,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,intact,graph,20260726,24,3.446,0.066,1.3860371716471305,1.437030489316614,0.3270972354623451,0.1064773132910636,0.4032179551651221,0.1433330501752606,0.3194895894660708,1.365889862796419,6476,0.1470924850730904,0.1548748496018187,0.2360722181853864,-0.072377875231821,-0.4415849289684987,-0.4415849289684987,0.1703594926339008,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4935377216711752,3460,-0.5,0.5,0.2703727100442198,6476,0.3145892271227971,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,intact,inhibition,20260726,24,3.5564,0.066,1.3860371716471305,1.437030489316614,0.3270972354623451,0.1064773132910636,0.4032179551651221,0.1433330501752606,0.3194895894660708,1.365889862796419,6476,0.1310258184064237,0.1536070168889088,0.2356160776526381,-0.0536011309483743,-0.3311849289684989,-0.3311849289684989,0.1642342265150645,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4970913321698662,3572,-0.5,0.5,0.2703727100442198,6476,0.3113122159873814,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,intact,drop_forward,20260726,24,3.5438,0.066,0.6928091424683109,1.437030489316614,0.3270972354623451,0.1064773132910636,0.4032179551651221,0.1433330501752606,0.3194895894660708,1.365889862796419,6476,0.1317258184064237,0.1521161226325437,0.2354443328723413,-0.0131924673851661,-0.3437849289684989,-0.3437849289684989,0.1647981214929628,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4992709244677749,3564,-0.5,0.5,0.2703727100442198,6476,0.2970092678503219,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,intact,drop_reverse,20260726,24,3.527,0.066,0.6931240603817639,1.437030489316614,0.3270972354623451,0.1064773132910636,0.4032179551651221,0.1433330501752606,0.3194895894660708,1.365889862796419,6476,0.1355924850730903,0.1563694346699847,0.2395481235055764,-0.1184129458537343,-0.3605849289684988,-0.3605849289684988,0.1662093974718039,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4863915715539947,3548,-0.5,0.5,0.2703727100442198,6476,0.3317487138109009,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,intact,mode_collapse,20260726,24,3.5514,0.066,1.3860371716471305,1.437030489316614,0.3270972354623451,0.1064773132910636,0.4032179551651221,0.1433330501752606,0.3194895894660708,1.365889862796419,6476,0.132259151739757,0.1538831297916048,0.235615271220539,-0.0497440937670062,-0.3361849289684988,-0.3361849289684988,0.1654650898389176,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4937409024745269,3574,-0.5,0.5,0.2703727100442198,6476,0.3160404656886695,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,intact,drop_dominant_mode,20260726,24,3.5464,0.066,0.6931432605548231,1.437030489316614,0.3270972354623451,0.1064773132910636,0.4032179551651221,0.1433330501752606,0.3194895894660708,1.365889862796419,6476,0.1308924850730903,0.1526576130443971,0.2349971554460962,-0.0366596181266068,-0.3411849289684987,-0.3411849289684987,0.1610305892874062,0.0893408925098218,0.0842819921867211,0.0,0.5,0.498833138856476,3562,-0.5,0.5,0.2703727100442198,6476,0.3054276235524911,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,weight_shuffle,none,20260726,24,3.496,0.0646,1.3860371716471305,1.4478917506427365,0.3101366380680013,0.1057397256043054,0.4125200347713735,0.1486967126541443,0.2693929385308721,1.3841729837298908,6476,0.1434924850730904,0.1560155933067993,0.2391912619009102,-0.1212083764812047,-0.3915849289684989,-0.3915849289684989,0.1683705874270189,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4939367051168293,3519,-0.5,0.5,0.2703727100442198,6476,0.3129104757531733,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/weight_shuffle/epilepsiae_1077
epilepsiae_1077,epilepsiae,2,mode_shuffle,none,20260726,24,3.5278,0.066,1.3860371716471305,1.437880285199297,0.3264219891960597,0.1064285587754525,0.4037938314346784,0.1439238104553171,0.3052480486742209,1.3709050809586023,6476,0.1341924850730903,0.1546244948471035,0.2360364457643232,-0.0777475262425218,-0.3597849289684989,-0.3597849289684989,0.1642644947359489,0.0893408925098218,0.0842819921867211,0.0,0.5,0.4940005853087503,3556,-0.5,0.5,0.2703727100442198,6476,0.3147338069329174,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/mode_shuffle/epilepsiae_1077
epilepsiae_1084,epilepsiae,0,no_history,none,20260726,15,6.3898,0.0412,-0.0,1.9691318984402983,0.2337212657497355,0.0831111939956335,0.2431161941024042,0.0923707417698018,1.0,0.0,1464,0.1657454545454545,0.1240334533528844,0.1660969175036217,-0.2676604911182318,-0.711975956284153,-0.711975956284153,0.1437590582326913,0.0752265103292164,0.070568453150413,-0.0590909090909091,0.3142857142857143,0.4537530266343825,4238,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.1027853677996995,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_0/no_history/epilepsiae_1084
epilepsiae_1084,epilepsiae,1,merged_path,none,20260726,24,6.2436,0.0386,-0.0,1.9596535311044887,0.2402616139270943,0.0813313094201548,0.2616094427203627,0.0981692218112351,1.0,0.0,1464,0.1683090909090909,0.1245264402807669,0.1667580880181471,-0.2490974660912341,-0.8581759562841533,-0.8581759562841533,0.1432291401371311,0.0752265103292164,0.070568453150413,-0.0714285714285714,0.3333333333333333,0.4507383200193657,4242,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.0977155205483746,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_1/merged_path/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,intact,none,20260726,24,6.1816,0.0376,1.3823001672776989,1.9584276157487288,0.241896700971434,0.0809455379676981,0.2663133940532233,0.1000700742321609,0.31395315437939,1.3658753878594747,1464,0.1704545454545454,0.1253255737432537,0.1675615155254081,-0.2611587374079218,-0.9201759562841528,-0.9201759562841528,0.1437530602661518,0.0752265103292164,0.070568453150413,-0.0666666666666666,0.3363636363636363,0.4533139816158684,4249,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.1010467483023706,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,intact,graph,20260726,24,6.2054,0.0376,1.3823001672776989,1.9584276157487288,0.241896700971434,0.0809455379676981,0.2663133940532233,0.1000700742321609,0.31395315437939,1.3658753878594747,1464,0.1696363636363636,0.1238566716850141,0.1653941270961179,-0.2511277455372451,-0.8963759562841531,-0.8963759562841531,0.1438120920949207,0.0752265103292164,0.070568453150413,-0.0636363636363636,0.3214285714285715,0.4549878345498783,4224,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.1022341455323944,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,intact,inhibition,20260726,24,6.2108,0.0376,1.3823001672776989,1.9584276157487288,0.241896700971434,0.0809455379676981,0.2663133940532233,0.1000700742321609,0.31395315437939,1.3658753878594747,1464,0.1696181818181818,0.1253507151273022,0.167760738412643,-0.2621011648548513,-0.8909759562841533,-0.8909759562841533,0.1437890764388008,0.0752265103292164,0.070568453150413,-0.0666666666666666,0.3363636363636363,0.4532721564839411,4257,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.1011053339957613,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,intact,drop_forward,20260726,24,6.1732,0.0376,0.6895473388620807,1.9584276157487288,0.241896700971434,0.0809455379676981,0.2663133940532233,0.1000700742321609,0.31395315437939,1.3658753878594747,1464,0.1696181818181818,0.1266036376011981,0.1698895906343954,-0.2952420302265937,-0.9285759562841536,-0.9285759562841536,0.1440154592628428,0.0752265103292164,0.070568453150413,-0.0476190476190476,0.3333333333333334,0.4606823130897653,4243,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.1015312931713812,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,intact,drop_reverse,20260726,24,6.193,0.0376,0.6901642935065403,1.9584276157487288,0.241896700971434,0.0809455379676981,0.2663133940532233,0.1000700742321609,0.31395315437939,1.3658753878594747,1464,0.1702181818181818,0.1242858646251488,0.1658804421437023,-0.2461154985842712,-0.9087759562841536,-0.9087759562841536,0.1427339220867103,0.0752265103292164,0.070568453150413,-0.0714285714285714,0.3333333333333334,0.4468855625301786,4250,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.1025794109993724,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,intact,mode_collapse,20260726,24,6.183,0.0376,1.3823001672776989,1.9584276157487288,0.241896700971434,0.0809455379676981,0.2663133940532233,0.1000700742321609,0.31395315437939,1.3658753878594747,1464,0.1700727272727272,0.1246519941795967,0.1670422402814777,-0.2464066504983993,-0.9187759562841532,-0.9187759562841532,0.1438020078733126,0.0752265103292164,0.070568453150413,-0.0714285714285714,0.3333333333333334,0.4510041132349383,4249,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.0991887608360047,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,intact,drop_dominant_mode,20260726,24,6.1824,0.0376,0.6930491773583609,1.9584276157487288,0.241896700971434,0.0809455379676981,0.2663133940532233,0.1000700742321609,0.31395315437939,1.3658753878594747,1464,0.1700545454545454,0.1261613095431468,0.1687662953776477,-0.2892537268735137,-0.9193759562841528,-0.9193759562841528,0.1428842851114352,0.0752265103292164,0.070568453150413,-0.0714285714285714,0.35,0.4565007249879169,4249,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.1009016161144048,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,weight_shuffle,none,20260726,24,6.1636,0.0364,1.3823001672776989,1.96106413755912,0.2350678080215446,0.0805197291931783,0.2717353892029146,0.1018855852990657,0.2899526315715795,1.378675792386623,1464,0.1695818181818182,0.1240740997388764,0.1647885210689033,-0.2421120341001404,-0.9381759562841534,-0.9381759562841534,0.1428015797110674,0.0752265103292164,0.070568453150413,-0.0714285714285714,0.3333333333333332,0.4503022974607013,4247,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.0999263983179823,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/weight_shuffle/epilepsiae_1084
epilepsiae_1084,epilepsiae,2,mode_shuffle,none,20260726,24,6.1858,0.0376,1.3823001672776989,1.958498572391239,0.2421852457439646,0.0809633539751541,0.2661218932458286,0.1000039386357426,0.3136757289369901,1.3650613237437004,1464,0.1697090909090909,0.1254794433091353,0.1682686880782249,-0.2729848500826498,-0.9159759562841528,-0.9159759562841528,0.1446151904808761,0.0752265103292164,0.070568453150413,-0.0714285714285714,0.3333333333333334,0.4533139816158684,4250,-0.1999999999999999,0.3928571428571429,0.3697594501718213,1464,0.0991531283352884,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/mode_shuffle/epilepsiae_1084
epilepsiae_1096,epilepsiae,0,no_history,none,20260726,15,4.2906,0.0592,-0.0,1.5399762253883948,0.3179646075628968,0.0932907702967288,0.3860494631164873,0.1323295888552841,1.0,0.0,28068,0.1110755145666646,0.0621715669807593,0.0662621133705768,0.505364145219658,-0.6077539974348012,-0.6077539974348012,0.0970022000443991,0.0602078285443999,0.0411746847315859,0.0,0.3999999999999999,0.4872960684675047,3875,-0.2571428571428572,0.6,0.3946776749843352,28068,0.1668508550991042,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_0/no_history/epilepsiae_1096
epilepsiae_1096,epilepsiae,1,merged_path,none,20260726,24,4.362,0.0544,-0.0,1.5283188704320028,0.3615614567195443,0.0930140106341554,0.3831657240658603,0.1277639532362768,1.0,0.0,28068,0.1034469431380932,0.0624121762077482,0.0683996957239626,0.4832496337592021,-0.5363539974348015,-0.5363539974348015,0.0913488076171051,0.0602078285443999,0.0411746847315859,0.0,0.4285714285714286,0.4852553975776724,3938,-0.2571428571428572,0.6,0.3946776749843352,28068,0.1685168756527081,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_1/merged_path/epilepsiae_1096
epilepsiae_1096,epilepsiae,2,intact,none,20260726,24,4.3372,0.053,1.3795200282371252,1.5234781735487366,0.3618305730723632,0.0921844579111908,0.3909746541756989,0.1296984523048571,0.3234303663373928,1.3593867750602415,28068,0.1037898002809503,0.0629688014988839,0.0684269628073636,0.4822368089400633,-0.5611539974348014,-0.5611539974348014,0.0907420475622368,0.0602078285443999,0.0411746847315859,0.0,0.4285714285714286,0.4886603375527426,3934,-0.2571428571428572,0.6,0.3946776749843352,28068,0.1651398605554941,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1096
epilepsiae_1096,epilepsiae,2,intact,graph,20260726,24,4.2274,0.053,1.3795200282371252,1.5234781735487366,0.3618305730723632,0.0921844579111908,0.3909746541756989,0.1296984523048571,0.3234303663373928,1.3593867750602415,28068,0.1127898002809503,0.0622180302178238,0.0651079193004827,0.5292800465421326,-0.6709539974348013,-0.6709539974348013,0.0984920120730015,0.0602078285443999,0.0411746847315859,0.0,0.4285714285714286,0.4903277807630306,3861,-0.2571428571428572,0.6,0.3946776749843352,28068,0.1619505249314997,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1096
epilepsiae_1096,epilepsiae,2,intact,inhibition,20260726,24,4.373,0.053,1.3795200282371252,1.5234781735487366,0.3618305730723632,0.0921844579111908,0.3909746541756989,0.1296984523048571,0.3234303663373928,1.3593867750602415,28068,0.1019898002809503,0.0630116102446851,0.0691914968268524,0.4765161986623839,-0.5253539974348014,-0.5253539974348014,0.0896178380711753,0.0602078285443999,0.0411746847315859,0.0,0.4285714285714286,0.4881641241451867,3946,-0.2571428571428572,0.6,0.3946776749843352,28068,0.1655660568667462,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1096
epilepsiae_1096,epilepsiae,2,intact,drop_forward,20260726,24,4.3274,0.053,0.6886469056736306,1.5234781735487366,0.3618305730723632,0.0921844579111908,0.3909746541756989,0.1296984523048571,0.3234303663373928,1.3593867750602415,28068,0.1031326574238074,0.0611511988412447,0.0659385202288036,0.5034079542372822,-0.5709539974348017,-0.5709539974348017,0.092504259182534,0.0602078285443999,0.0411746847315859,0.0,0.4285714285714286,0.4864366605214643,3937,-0.2571428571428572,0.6,0.3946776749843352,28068,0.1595725974758816,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1096
epilepsiae_1096,epilepsiae,2,intact,drop_reverse,20260726,24,4.3336,0.053,0.6873470781283627,1.5234781735487366,0.3618305730723632,0.0921844579111908,0.3909746541756989,0.1296984523048571,0.3234303663373928,1.3593867750602415,28068,0.1033326574238075,0.0642888576949841,0.072595346135263,0.4435211321401275,-0.5647539974348019,-0.5647539974348019,0.0906607182783605,0.0602078285443999,0.0411746847315859,0.0,0.4285714285714286,0.4910337552742616,3932,-0.2571428571428572,0.6,0.3946776749843352,28068,0.1687300126499521,/home/honglab/leijiaxin/HFOsp/results/topic5_structured_axis_graph/formal_persistent_path_mode_v1_0/seed_20260726/k_2/intact/epilepsiae_1096
