subject,dataset,seed,condition,history_mode,n_events,n_contacts,suffix_participation_mae,suffix_rank_wasserstein,suffix_precedence_mae,suffix_precedence_correlation,suffix_participant_count_mean_error,suffix_event_length_mean_error,transition_mae,transition_correlation,event_length_wasserstein,stop_hazard_mae
epilepsiae_139,epilepsiae,20260725,converged_teacher_forced,shuffled,1837,7,0.1537444591336807,0.07548768344660799,0.09889457589060771,-0.06589109449758963,1.0762112139357645,1.0762112139357645,0.03622244869360522,0.8542482157987956,0.17303056225211913,0.17227251363507956
epilepsiae_253,epilepsiae,20260725,converged_teacher_forced,ordered,10150,8,0.07870689655172414,0.07696233849398985,0.1392081213506871,0.588724961260904,-0.08187192118226605,-0.08187192118226605,0.03486301413053079,0.8682447931002841,0.02688423645320196,0.04299252814031347
epilepsiae_253,epilepsiae,20260725,converged_teacher_forced,frozen,10150,8,0.3246674876847291,0.10599813879982496,0.1461445950034361,0.6458142046037366,2.597339901477832,2.597339901477832,0.05016140650064221,0.6378566840994586,0.3283866995073892,0.2704313109332805
epilepsiae_253,epilepsiae,20260725,converged_teacher_forced,shuffled,10150,8,0.13169950738916256,0.08622883778031484,0.15436416162408712,0.5837424398940174,1.0535960591132998,1.0535960591132998,0.04384191947497654,0.7573630608312688,0.14389162561576355,0.14112178961952193
epilepsiae_384,epilepsiae,20260725,converged_teacher_forced,ordered,4299,9,0.0775632576051278,0.0909024805081756,0.14006418760675396,0.7344884642087098,0.10304722028378688,0.10304722028378688,0.03525585801994304,0.8293240011665848,0.04856426559148123,0.056998032211559496
epilepsiae_384,epilepsiae,20260725,converged_teacher_forced,frozen,4299,9,0.34731591326148203,0.09734201901203589,0.14816165954881338,0.6936398876862357,3.125843219353338,3.125843219353338,0.06351121142413406,0.3846449570330168,0.34928019436044555,0.2993915289948219
epilepsiae_384,epilepsiae,20260725,converged_teacher_forced,shuffled,4299,9,0.13693106924090875,0.12025512584043159,0.1841177589633311,0.63977563981135,0.9965108164689465,0.9965108164689465,0.04594416679411438,0.82432623433155,0.13320927347445144,0.15005835928957179
epilepsiae_442,epilepsiae,20260725,converged_teacher_forced,ordered,534,15,0.0727840199750312,0.0548416445512931,0.07990666484566664,0.8567395516518809,0.3464419475655429,0.3464419475655429,0.025804431096820603,0.7558435105281948,0.05880149812734082,0.08415335400605223
epilepsiae_442,epilepsiae,20260725,converged_teacher_forced,frozen,534,15,0.33932584269662924,0.07918102326974841,0.10213066476057125,0.7763497948930016,5.089887640449437,5.089887640449437,0.030004200617422212,0.61439285400087,0.34082397003745313,0.18988753639096434
epilepsiae_442,epilepsiae,20260725,converged_teacher_forced,shuffled,534,15,0.10187265917602996,0.0577701240738924,0.1071941218795802,0.6680009614180543,1.1722846441947556,1.1722846441947556,0.031265369616420145,0.565286258797233,0.10686641697877652,0.07535924104198542
epilepsiae_548,epilepsiae,20260725,converged_teacher_forced,ordered,1397,12,0.03626819374850872,0.02146880866609812,0.041865134429790875,0.9738960949687026,-0.11453113815318527,-0.11453113815318527,0.014192016470317129,0.9385898507544448,0.03447864471486518,0.08153844724828849
epilepsiae_548,epilepsiae,20260725,converged_teacher_forced,frozen,1397,12,0.356060606060606,0.05206380744480059,0.0817265610456504,0.9044172553137882,4.2727272727272725,4.2727272727272725,0.030272622125241542,0.875718568501188,0.3565378191362443,0.2096200010083881
epilepsiae_548,epilepsiae,20260725,converged_teacher_forced,shuffled,1397,12,0.0393104271057027,0.06764120035168261,0.1481555984840761,0.8194468890992291,0.26413743736578343,0.26413743736578343,0.03388466227417666,0.7515346675004374,0.052553089954664754,0.07616035716530052
epilepsiae_583,epilepsiae,20260725,converged_teacher_forced,ordered,1566,7,0.06358328772121875,0.0516554077941195,0.08026910384753894,0.9018096234966592,0.21264367816091978,0.21264367816091978,0.04093522498381575,0.9065697912402783,0.07471264367816093,0.07689078422222431
epilepsiae_583,epilepsiae,20260725,converged_teacher_forced,frozen,1566,7,0.327677431125707,0.12078025524310332,0.14130170933665484,0.5512684293047639,2.2937420178799486,2.2937420178799486,0.05652777677017562,0.7686443065426479,0.33406312716657544,0.2998665301256337
epilepsiae_583,epilepsiae,20260725,converged_teacher_forced,shuffled,1566,7,0.14915161466885604,0.09709614638939112,0.13411501396182582,0.6395713758153788,1.044061302681992,1.044061302681992,0.05350910865422366,0.7881594443107379,0.17670133187374565,0.1881691377800958
epilepsiae_590,epilepsiae,20260725,converged_teacher_forced,ordered,997,16,0.1743355065195587,0.06219094386484336,0.11218916078562421,0.514464698793875,0.05917753259779346,0.05917753259779346,0.027964653792389577,0.7617914410300376,0.07077482447342026,0.15577918479704736
epilepsiae_590,epilepsiae,20260725,converged_teacher_forced,frozen,997,16,0.41424272818455365,0.09203031431124846,0.13310407614599987,0.46773097281091386,6.6278836509528585,6.6278836509528585,0.046034263009045784,0.6067205878200308,0.41524573721163494,0.3415853917909531
epilepsiae_590,epilepsiae,20260725,converged_teacher_forced,shuffled,997,16,0.1765922768304915,0.0526761507233667,0.10490663170896083,0.32587040772993114,2.825476429287864,2.825476429287864,0.04579176592717651,0.6834853762133535,0.20053911735205618,0.24156191483592604
epilepsiae_620,epilepsiae,20260725,converged_teacher_forced,ordered,4482,9,0.09080767514502457,0.05846507629903958,0.08896462125633693,0.6667308852148833,-0.35363676929941956,-0.35363676929941956,0.027180835530899516,0.8710312075983719,0.05015122217264121,0.10147210642882445
epilepsiae_620,epilepsiae,20260725,converged_teacher_forced,frozen,4482,9,0.24527740591997618,0.08979114477731134,0.10667631227791381,0.6579771825970501,2.2074966532797857,2.2074966532797857,0.03970168498171895,0.7238579828132068,0.24542614904060686,0.14696471963372512
epilepsiae_620,epilepsiae,20260725,converged_teacher_forced,shuffled,4482,9,0.11572214785066191,0.05785139311492905,0.09692810810336976,0.637535610282038,0.2931726907630523,0.2931726907630523,0.035083354845369084,0.7863272990925451,0.05543160295502999,0.06840694123038298
epilepsiae_635,epilepsiae,20260725,converged_teacher_forced,ordered,1023,10,0.04017595307917888,0.03474084983424209,0.07204778968053814,0.7134296207152807,-0.12023460410557174,-0.12023460410557174,0.027262548632774986,0.9014632139099346,0.03255131964809385,0.08366265498383219
epilepsiae_635,epilepsiae,20260725,converged_teacher_forced,frozen,1023,10,0.39912023460410556,0.16067842875798694,0.179775048302145,0.8070092511595073,3.991202346041055,3.991202346041055,0.05680868278930571,0.5791496978652348,0.4000977517106549,0.33761410882288456
epilepsiae_635,epilepsiae,20260725,converged_teacher_forced,shuffled,1023,10,0.133822091886608,0.0664097246744946,0.07316745091991406,0.8143816765776724,0.7008797653958938,0.7008797653958938,0.03842097786103187,0.7529380318120623,0.10273704789833822,0.12007343931639487
epilepsiae_922,epilepsiae,20260725,converged_teacher_forced,ordered,16728,8,0.11898463653754185,0.12578610958774022,0.19988007402730754,0.4716951381130223,-0.035927785748445906,-0.035927785748445906,0.05755965133815049,0.6873645216128007,0.0353374581539933,0.0606884267467622
epilepsiae_922,epilepsiae,20260725,converged_teacher_forced,frozen,16728,8,0.30788946676231466,0.17377258312502752,0.24521146892864515,0.3860902425096248,2.4536704925872783,2.4536704925872783,0.08200804788202044,0.36515236666736217,0.3100714371114299,0.21929846090243515
epilepsiae_922,epilepsiae,20260725,converged_teacher_forced,shuffled,16728,8,0.15309660449545673,0.160883205165563,0.25800745633482175,0.23205127424015165,1.0408895265423244,1.0408895265423244,0.06449427439743438,0.5720544551992804,0.1439054280248685,0.10969201770997758
epilepsiae_958,epilepsiae,20260725,converged_teacher_forced,ordered,24684,16,0.04657115945551775,0.05300138014631126,0.09401864082058216,0.47117707282485305,-0.49752876357154463,-0.49752876357154463,0.011570087380739084,0.9061887236161241,0.03516701101928374,0.05997971776013025
epilepsiae_958,epilepsiae,20260725,converged_teacher_forced,frozen,24684,16,0.2903880043753039,0.04600310854501708,0.07017746318325774,0.7599714946956359,4.64620807000486,4.64620807000486,0.02215760458933401,0.8358866520037216,0.2927680886404148,0.15415311226546924
epilepsiae_958,epilepsiae,20260725,converged_teacher_forced,shuffled,24684,16,0.045150704910063205,0.05385516871193413,0.08591876333727418,0.5754927291301153,0.023740074542212497,0.023740074542212497,0.01868896831800026,0.850515010313302,0.034268149408523754,0.02722859688963948
yuquan_chengshuai,yuquan,20260725,converged_teacher_forced,ordered,5516,8,0.06798404641044234,0.03942036964691735,0.05479337217049044,0.8509616500330252,0.2940536620739662,0.2940536620739662,0.02730022110662137,0.9208615766355943,0.04554931109499637,0.04074499031736813
yuquan_chengshuai,yuquan,20260725,converged_teacher_forced,frozen,5516,8,0.3738895939086294,0.13808760233594897,0.13554163664094493,0.9301577252247859,2.9911167512690353,2.9911167512690353,0.07319382299816833,0.4551720974275455,0.3747054024655547,0.2982408447016949
yuquan_chengshuai,yuquan,20260725,converged_teacher_forced,shuffled,5516,8,0.23950779550398843,0.07693076290164176,0.08207469233903694,0.9267228792864536,1.555293691080493,1.555293691080493,0.06059303571124527,0.57275573757337,0.19690445975344453,0.1844100127624928
yuquan_chenziyang,yuquan,20260725,converged_teacher_forced,ordered,1922,10,0.05879292403746097,0.046479577559244846,0.07227070097601541,0.9130487457076206,-0.5650364203954217,-0.5650364203954217,0.021444211780144058,0.9548479716213819,0.056503642039542154,0.07365969423573118
yuquan_chenziyang,yuquan,20260725,converged_teacher_forced,frozen,1922,10,0.3638397502601457,0.07782674583058728,0.11003230006666127,0.7104784506563119,3.638397502601457,3.638397502601457,0.052474580010392936,0.886181181470784,0.36498439125910503,0.25775743767065473
yuquan_chenziyang,yuquan,20260725,converged_teacher_forced,shuffled,1922,10,0.10156087408949008,0.07387468661225097,0.13708801826600014,0.5302182132011665,0.45993756503642036,0.45993756503642036,0.051889272390651865,0.834256864921876,0.06909469302809573,0.059131958487623336
yuquan_gaolan,yuquan,20260725,converged_teacher_forced,ordered,599,12,0.05300500834724541,0.03781013256816355,0.06497490926449981,0.8867932754831784,-0.22203672787979922,-0.22203672787979922,0.019340179336362055,0.9115016578369707,0.036032276015581524,0.08792121471785568
yuquan_gaolan,yuquan,20260725,converged_teacher_forced,frozen,599,12,0.3394546466332777,0.06418600073498773,0.06264517108230369,0.9373600561220035,4.073455759599333,4.073455759599333,0.036160094758525316,0.7444004660824604,0.3425153032832499,0.20532786406439385
yuquan_gaolan,yuquan,20260725,converged_teacher_forced,shuffled,599,12,0.10294936004451866,0.04740979572915838,0.07946813260510713,0.8161087930641651,0.26043405676126863,0.26043405676126863,0.03534433605094899,0.7857933508141535,0.05787423483583751,0.0673120029678713
yuquan_hanyuxuan,yuquan,20260725,converged_teacher_forced,ordered,1094,22,0.07009306963603125,0.04179920919479679,0.052359717057277974,0.8609396766411808,-0.907678244972578,-0.907678244972578,0.013335588404191986,0.8137234979860545,0.04125810204420809,0.0188252255847925
yuquan_hanyuxuan,yuquan,20260725,converged_teacher_forced,frozen,1094,22,0.3091656971912914,0.07060005992121587,0.08524110949971041,0.8362848408103508,6.801645338208409,6.801645338208409,0.018868090816432773,0.683188582129695,0.31057836130962274,0.16064563623801154
yuquan_hanyuxuan,yuquan,20260725,converged_teacher_forced,shuffled,1094,22,0.059414990859232165,0.052343233674864015,0.0652255664792912,0.7455748673942315,-0.20840950639853872,-0.20840950639853872,0.019934703826855818,0.6133580451102635,0.03240817683230846,0.028133692325034897
yuquan_huanghanwen,yuquan,20260725,converged_teacher_forced,ordered,92,10,0.13478260869565217,0.1075547503057378,0.19838884308201846,0.03640421628388094,0.8260869565217392,0.8260869565217392,0.06392062085275985,0.5401568628956289,0.12391304347826089,0.202139540403571
yuquan_huanghanwen,yuquan,20260725,converged_teacher_forced,frozen,92,10,0.44565217391304346,0.08654186787815457,0.11422929648983747,0.7133560801952494,4.456521739130435,4.456521739130435,0.060649194356620015,0.40195508529564655,0.44565217391304346,0.38942365973692306
yuquan_huanghanwen,yuquan,20260725,converged_teacher_forced,shuffled,92,10,0.2597826086956522,0.08912278069214821,0.13548933508110267,0.4976075767526386,2.4891304347826084,2.4891304347826084,0.06459755365022511,0.3272015134876217,0.2554347826086957,0.30822627099883493
yuquan_litengsheng,yuquan,20260725,converged_teacher_forced,ordered,129,24,0.15180878552971577,0.09463529253756864,0.14768348981964888,0.6081266541844907,-1.0232558139534884,-1.0232558139534884,0.031259200329243376,0.43962906687548947,0.048726467331118496,0.04892782123376261
yuquan_litengsheng,yuquan,20260725,converged_teacher_forced,frozen,129,24,0.39211886304909555,0.11751515617526323,0.16882988823963654,0.5032431158773477,9.410852713178294,9.410852713178294,0.03228472086754261,0.2693870922355886,0.39211886304909555,0.2023767129811322
yuquan_litengsheng,yuquan,20260725,converged_teacher_forced,shuffled,129,24,0.11272609819121444,0.09469894172658651,0.14596667533707114,0.40754667416470597,-0.5968992248062026,-0.5968992248062026,0.03155184867727259,0.32835970849889873,0.044665928386858615,0.05006100017703038
yuquan_liyouran,yuquan,20260725,converged_teacher_forced,ordered,470,17,0.06770963704630789,0.05085021064327833,0.068415566075283,0.9014788534300532,-0.559574468085108,-0.559574468085108,0.019950583287805353,0.6534866555593604,0.03617021276595744,0.06287054543111774
yuquan_liyouran,yuquan,20260725,converged_teacher_forced,frozen,470,17,0.32040050062578224,0.05337059380907167,0.07418362176202999,0.8883089181722224,5.446808510638297,5.446808510638297,0.024025169719831204,0.457114103287764,0.3206508135168961,0.20085021283646953
yuquan_liyouran,yuquan,20260725,converged_teacher_forced,shuffled,470,17,0.06808510638297871,0.07575580231470787,0.10742490054784672,0.7759687024147542,-0.3489361702127667,-0.3489361702127667,0.02302361035964968,0.5111538429754422,0.03504380475594494,0.03680958523737434
yuquan_pengzihang,yuquan,20260725,converged_teacher_forced,ordered,4525,12,0.06810313075506445,0.06520593214365726,0.10787857758099367,0.8168951634836878,0.2846408839779011,0.2846408839779011,0.023486061086303127,0.8563202155451858,0.052523020257826895,0.06673445522155898
yuquan_pengzihang,yuquan,20260725,converged_teacher_forced,frozen,4525,12,0.37331491712707177,0.12044846273064709,0.16495155617602228,0.5998647838559474,4.479779005524862,4.479779005524862,0.04472271556422617,0.26060188699280584,0.375414364640884,0.24110743136520996
yuquan_pengzihang,yuquan,20260725,converged_teacher_forced,shuffled,4525,12,0.19042357274401475,0.1132874986734093,0.1700370154305324,0.4328842609220441,1.7546961325966857,1.7546961325966857,0.03368625627345607,0.6939196104189532,0.16478821362799262,0.13077928706143996
yuquan_songzishuo,yuquan,20260725,converged_teacher_forced,ordered,90,38,0.16871345029239768,0.12491837203044368,0.17957697238041348,0.5066707431698668,-5.900000000000002,-5.900000000000002,0.02564144465655035,0.2527614130592664,0.1685714285714286,0.08168773785790072
yuquan_songzishuo,yuquan,20260725,converged_teacher_forced,frozen,90,38,0.3681286549707603,0.08167007091871323,0.12546007804427547,0.7769425352151711,13.98888888888889,13.98888888888889,0.02335268651750681,0.1489097452226208,0.36812865497076025,0.12867730091276147
yuquan_songzishuo,yuquan,20260725,converged_teacher_forced,shuffled,90,38,0.16169590643274853,0.13308120162690093,0.20610533970083894,0.24922536936635503,-5.944444444444446,-5.944444444444446,0.027290561415047966,0.07443399737587986,0.16984126984126982,0.08265599953121638
yuquan_sunyuanxin,yuquan,20260725,converged_teacher_forced,ordered,257,12,0.04896238651102467,0.07472214304129426,0.1174182411537191,0.8392187080274216,-0.5252918287937742,-0.5252918287937742,0.027709306427219655,0.834283179387504,0.04377431906614787,0.08818519664723894
yuquan_sunyuanxin,yuquan,20260725,converged_teacher_forced,frozen,257,12,0.3388456549935149,0.1038082032381513,0.13745344970216386,0.7349548903895016,4.06614785992218,4.06614785992218,0.04164720231040958,0.5978604675478779,0.3394941634241245,0.23352483888279374
yuquan_sunyuanxin,yuquan,20260725,converged_teacher_forced,shuffled,257,12,0.10246433203631648,0.09291749140571834,0.14689960231747065,0.6553726105923379,0.6926070038910508,0.6926070038910508,0.0348905921462854,0.7572492496402693,0.0875486381322957,0.06746640636003594
yuquan_wangyiyang,yuquan,20260725,converged_teacher_forced,ordered,384,22,0.08238636363636365,0.03989867238551747,0.0707798904521333,0.795648776760071,-1.807291666666666,-1.807291666666666,0.017078119559018747,0.7855912280414512,0.08214962121212122,0.08984422347312591
yuquan_wangyiyang,yuquan,20260725,converged_teacher_forced,frozen,384,22,0.28657670454545453,0.06284736844832284,0.07778599489328596,0.8331652916752845,6.3046875,6.3046875,0.02087807366653768,0.6244767639799401,0.2887073863636363,0.12316639539873699
yuquan_wangyiyang,yuquan,20260725,converged_teacher_forced,shuffled,384,22,0.08132102272727273,0.03283770789577187,0.056132585960981904,0.7156357476132725,-1.518229166666666,-1.518229166666666,0.022364934751846182,0.5516943872295625,0.06901041666666666,0.09452091949094032
yuquan_xuxinyi,yuquan,20260725,converged_teacher_forced,ordered,1333,15,0.08267066766691672,0.05995357696697912,0.08484930313080366,0.9251767026546688,-1.105026256564141,-1.105026256564141,0.019646597638252133,0.8389198673745818,0.07366841710427606,0.06784636253388392
yuquan_xuxinyi,yuquan,20260725,converged_teacher_forced,frozen,1333,15,0.2735683920980245,0.0697791910577808,0.09668840554362637,0.8746011998081458,4.103525881470368,4.103525881470368,0.027380430488461286,0.6361019009946278,0.2735683920980245,0.17544536792198684
yuquan_xuxinyi,yuquan,20260725,converged_teacher_forced,shuffled,1333,15,0.06606651662915727,0.09994222697239798,0.1551242058190487,0.8163909692910963,-0.3743435858964741,-0.3743435858964741,0.02658743509425756,0.7166951379926824,0.040060015003750934,0.03437173409622177
yuquan_zhangbichen,yuquan,20260725,converged_teacher_forced,ordered,1675,52,0.06772675086107921,0.050293551122723164,0.08051325575721205,0.8717503425462622,-3.254328358208955,-3.254328358208955,0.006655898309221178,0.6663820617440027,0.06258323765786453,0.044438257960921455
yuquan_zhangbichen,yuquan,20260725,converged_teacher_forced,frozen,1675,52,0.3294374282433984,0.06264882445224805,0.09310379514344176,0.7520553455749365,17.130746268656715,17.130746268656715,0.0077953067477279266,0.40150552545995,0.33072330654420207,0.10760832922463127
yuquan_zhangbichen,yuquan,20260725,converged_teacher_forced,shuffled,1675,52,0.0671182548794489,0.0690060850281617,0.10716105914077183,0.7209902421352006,-3.397014925373135,-3.397014925373135,0.008116189396174228,0.36291682247270096,0.06532721010332951,0.03601739938531428
yuquan_zhangjiaqi,yuquan,20260725,converged_teacher_forced,ordered,9656,7,0.06301041543377915,0.022651151257198007,0.033860255057702016,0.82695892397736,-0.24968931234465597,-0.24968931234465597,0.015970521721880987,0.9530290626279163,0.045138477926381815,0.08047942062532829
yuquan_zhangjiaqi,yuquan,20260725,converged_teacher_forced,frozen,9656,7,0.24399337199668597,0.07952226275632931,0.08807562638321836,0.7811000536506645,1.7079536039768026,1.7079536039768026,0.028215748897104664,0.903192795742939,0.24553201562315063,0.17965071731170815
yuquan_zhangjiaqi,yuquan,20260725,converged_teacher_forced,shuffled,9656,7,0.08672623979169132,0.037554871682290526,0.05809468202768629,0.7085092240670947,0.29059652029826033,0.29059652029826033,0.028041984307456306,0.8897871469504707,0.05897147591430939,0.0577154777196439
yuquan_zhangkexuan,yuquan,20260725,converged_teacher_forced,ordered,1590,26,0.10522496371552975,0.043093052572044814,0.0710282972749093,0.9463028845169962,-2.618867924528301,-2.618867924528301,0.01050259172877232,0.9123990026177753,0.10072568940493468,0.05203799766771987
yuquan_zhangkexuan,yuquan,20260725,converged_teacher_forced,frozen,1590,26,0.2398645379777455,0.07207216031875849,0.09418644473058704,0.8843882408132889,6.2364779874213845,6.2364779874213845,0.016738619747826512,0.7656963274167436,0.24165457184325112,0.10845513701218577
yuquan_zhangkexuan,yuquan,20260725,converged_teacher_forced,shuffled,1590,26,0.11753749395258827,0.1024058634910691,0.16010790308964878,0.7213995248241739,-2.955345911949685,-2.955345911949685,0.01767608874681426,0.7706884788823916,0.11366715045960328,0.044280735413962456
yuquan_zhaochenxi,yuquan,20260725,converged_teacher_forced,ordered,763,26,0.05469301340860974,0.04609147026280664,0.06551051096287451,0.5960045745189823,-0.9108781127129753,-0.9108781127129753,0.013181986364298612,0.7523855619568806,0.06648855731424537,0.09514083849584955
yuquan_zhaochenxi,yuquan,20260725,converged_teacher_forced,frozen,763,26,0.3972174614376449,0.05161737205286629,0.06992532119442378,0.6535073498050883,10.32765399737877,10.32765399737877,0.018170064216729676,0.36028520845514,0.39993951003125316,0.1855782720132568
yuquan_zhaochenxi,yuquan,20260725,converged_teacher_forced,shuffled,763,26,0.05081157374735355,0.043685341782468044,0.06351917313772526,0.47950769684174616,0.44560943643512374,0.44560943643512374,0.017240951091592353,0.4906736280732167,0.09779211614074,0.11519848531612438
epilepsiae_1073,epilepsiae,20260726,converged_teacher_forced,ordered,27655,6,0.26960163924546493,0.08015198879807119,0.05483364346978058,0.771042497911814,1.0190923883565355,1.0190923883565355,0.08902016863075798,0.6592113768584356,0.17953956487675526,0.1616718149557064
epilepsiae_1073,epilepsiae,20260726,converged_teacher_forced,frozen,27655,6,0.39828240824444044,0.10926457390965653,0.07723418258082307,0.5763067274415214,2.3896944494666426,2.3896944494666426,0.10116427838206361,0.49683257918552026,0.40125956728741036,0.34549238239632835
epilepsiae_1073,epilepsiae,20260726,converged_teacher_forced,shuffled,27655,6,0.30923883565358884,0.10501968653747487,0.09089246177730402,0.13328914832988004,1.8421261977942502,1.8421261977942502,0.10282324650721177,0.5376858435681964,0.31173386367745437,0.2755595739835977
