subject,seed_dir,control,metric,k,value,k80,k90,k95,original_heldout_event_nll,reconstructed_heldout_event_nll,nll_loss
epilepsiae_384,seed_20260725,full_history_gru,pca_reconstruction,8,0.9867358266207729,3,3,4,1.7712482598429942,1.7741573330852372,0.0029090732422429877
epilepsiae_384,seed_20260725,full_history_gru,pca_reconstruction,16,0.997676603787728,3,3,4,1.7712482598429942,1.7707196109058194,-0.0005286489371747471
epilepsiae_384,seed_20260725,full_history_gru,pca_reconstruction,32,0.9999999999999987,3,3,4,1.7712482598429942,1.7712482666191627,6.776168515187919e-09
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_inventory,-1,1.2815972189859595,1,2,3,1.6722427887774152,,
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_reconstruction,0,0.0,1,2,3,1.6722427887774152,1.7418237697423873,0.06958098096497212
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_reconstruction,1,0.8880877469622992,1,2,3,1.6722427887774152,1.6769733952311707,0.004730606453755559
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_reconstruction,2,0.9457338375380523,1,2,3,1.6722427887774152,1.6812403340929971,0.008997545315581945
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_reconstruction,4,0.9900391609187071,1,2,3,1.6722427887774152,1.6713652900360998,-0.0008774987413153745
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_reconstruction,8,0.9981257279291309,1,2,3,1.6722427887774152,1.6721069210454949,-0.00013586773192031387
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_reconstruction,16,0.9998310548728827,1,2,3,1.6722427887774152,1.672253965689396,1.1176911980825821e-05
epilepsiae_384,seed_20260725,rank_shuffle_gru,pca_reconstruction,32,0.9999999999999979,1,2,3,1.6722427887774152,1.6722428954065045,1.0662908933589677e-07
epilepsiae_442,seed_20260725,full_history_gru,pca_inventory,-1,2.285341022475382,2,3,4,2.1322566118970845,,
epilepsiae_442,seed_20260725,full_history_gru,pca_reconstruction,0,0.0,2,3,4,2.1322566118970845,2.2793650577366424,0.14710844583955796
epilepsiae_442,seed_20260725,full_history_gru,pca_reconstruction,1,0.6203326715779798,2,3,4,2.1322566118970845,2.2427925149336705,0.110535903036586
epilepsiae_442,seed_20260725,full_history_gru,pca_reconstruction,2,0.8259476579958027,2,3,4,2.1322566118970845,2.169840230035895,0.037583618138810504
epilepsiae_442,seed_20260725,full_history_gru,pca_reconstruction,4,0.9563517770245087,2,3,4,2.1322566118970845,2.1362271480936488,0.003970536196564289
epilepsiae_442,seed_20260725,full_history_gru,pca_reconstruction,8,0.9830944581807314,2,3,4,2.1322566118970845,2.1323722192689125,0.00011560737182803038
epilepsiae_442,seed_20260725,full_history_gru,pca_reconstruction,16,0.9967332464168008,2,3,4,2.1322566118970845,2.1317235557120506,-0.0005330561850338533
epilepsiae_442,seed_20260725,full_history_gru,pca_reconstruction,32,0.9999999999999982,2,3,4,2.1322566118970845,2.1322566142142727,2.31718821908089e-09
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_inventory,-1,1.253613524313004,1,2,2,2.2495710097223975,,
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_reconstruction,0,0.0,1,2,2,2.2495710097223975,2.2896185001038987,0.04004749038150113
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_reconstruction,1,0.8894218645503573,1,2,2,2.2495710097223975,2.2562163677328195,0.006645358010421987
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_reconstruction,2,0.9557139773045806,1,2,2,2.2495710097223975,2.2528196929805895,0.0032486832581919423
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_reconstruction,4,0.9875353531131312,1,2,2,2.2495710097223975,2.2491050421601084,-0.00046596756228911573
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_reconstruction,8,0.997588459922773,1,2,2,2.2495710097223975,2.249521610955773,-4.9398766624353385e-05
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_reconstruction,16,0.9997643624872629,1,2,2,2.2495710097223975,2.2494977655711406,-7.324415125697925e-05
epilepsiae_442,seed_20260725,rank_shuffle_gru,pca_reconstruction,32,0.9999999999999984,1,2,2,2.2495710097223975,2.2495709807040423,-2.9018355274246233e-08
epilepsiae_548,seed_20260725,full_history_gru,pca_inventory,-1,2.1130122345657205,2,3,4,1.9387276463557435,,
epilepsiae_548,seed_20260725,full_history_gru,pca_reconstruction,0,0.0,2,3,4,1.9387276463557435,2.213538806780324,0.27481116042458065
